Title,Timestamp,FullText,Tags,Author,Url,Label
Belasan Pasangan Pria-Wanita Tepergok Berduaan di Indekos Karawang,21/05/2023,Belasan pasangan bukan suami istri terjaring kepergok berduaan di dalam indekos di Karawang Mereka kocarkacir kelimpungan saat petugas mendatangi tempat merekaRazia dilakukan petugas gabungan di sebuah indekos di kawasan Telukjambe Timur Kabupaten Karawang pada Minggu 2152023 dini hari Dalam razia ini petugas mendapati ada belasan pasangan yang berada di dalam kosKepala Unit Perlindungan Perempuan dan Anak Kanit PPA Polres Karawang Ipda Rita Zahara mengatakan razia dilakukan dalam rangka menjaga situasi yang aman kondusif serta tertib di tengah masyarakat Malam ini kita ada giat razia gabungan dari TNIPolri dan juga Satpol PP yang menyasar sejumlah titik keramaian koskosan dan Oyo ujar Rita usai melakukan razia di kosan kawasan Telukjambe Timur Kabupaten Karawang Minggu 2152023 dini hariIa menjelaskan dalam hasil razia tersebut terdapat setidaknya belasan orang yang diduga merupakan pasangan bukan suami istri tengah berduaan di dalam koskosanKita amankan beberapa pasangan yang diduga bukan suami istri dengan ratarata usia dari 2025 tahun kita akan memproses jika didapati pasangan yang melawan hukum sesuai dengan prosedur yang berlaku Alhamdulillah hasil razia tidak ada yang di bawah umur kata diaDengan digelarnya patroli sekaligus razia gabungan tersebut Rita berharap kondusifitas wilayah di Karawang bisa berjalan dengan aman lancar sehingga memberikan kenyamanan bagi masyarakat KarawangKe depan kita akan terus melakukan raziarazia semacam ini ke tempat koskosan sehingga tingkat kenyamanan ketertiban wilayah terjaga imbuhnyaRita mengimbau jika didapati tempat atau lokasi pusat keramaian yang berpotensi menimbulkan konflik serta lokasi yang diduga tempat prostitusi baik secara langsung maupun onlineKami berharap warga juga bisa melapor jika didapati titik rawan dan lokasi yang dapat menimbulkan konflik serta jika didapati lokasi diduga menjadi lokasi prostitusi Untuk para orangtua kami juga mengimbau agar menjaga serta memperhatikan anaknya jika belum pulang hingga larut malam pungkasnya,"karawang, razia, razia indekos karawang, berita jabar",Tim DetikNews,https://www.detik.com/jabar/berita/d-6730527/belasan-pasangan-pria-wanita-tepergok-berduaan-di-indekos-karawang,0
1 Korban Tabrakan Motor di Delanggu Klaten Akhirnya Meninggal,21/05/2023,FB 13 warga Desa Kapungan Kecamatan Polanharjo korban kecelakaan lalu lintas dua sepeda motor di jalan JogjaSolo Kaliwingko Desa Banaran Kecamatan Delanggu Klaten meninggal dunia Korban yang masih pelajar kelas 6 SD meninggal setelah sempat dibawa ke UGD RSI KlatenIya satu orang meninggal di RSI Klaten pemboncengnya Tiga lainnya luka luka jelas Kanit Gakkum Sat Lantas Polres Klaten Iptu Slamet Riyadi kepada detikJateng saat diminta konfirmasi Minggu 2152023 pagiMenurut Slamet saat ini penanganan perkara masih dilakukan Masyarakat diimbau tetap berhatihati saat melintas di jalan JogjaSolo atau dimana pun saat berkendara Imbauan kepada pengemudi kendaraan agar selalu berhatihati dalam berkendara Terutama pada saat membelok selalu utamakan kendaraan yang berjalan di jalan utama dan pastikan aman pada saat menyeberang jelas SlametKades Kapungan Kecamatan Polanharjo Fauzi membenarkan warganya tersebut meninggal dunia Korban masih duduk di kelas 6 SDYa masih kelas 6 SD ungkap Fauzi saat diminta konfirmasi detikJateng di ponselnya sambil mengirimkan lembaran berita dukaPada lembaran berita duka tersebut FB ditulis meninggal di RSI Rencananya dikebumikan hari ini sekitar pukul 1300 WIBSebelumnya diberitakan dua sepeda motor matik terlibat kecelakaan di jalan JogjaSolo ruas Kaliwingko Desa Banaran Kecamatan Delanggu Klaten Kedua motor ringsek nyaris tak berbentuk akibat benturanPantauan detikJateng di lokasi kejadian kecelakaan terjadi di ruas jalan dari arah Klaten ke Solo Kedua sepeda motor terlempar ke tepi jalan sebelah Utara celah medianSepeda motor PCX nomor polisi AD 4482 HC warna merah ringsek bagian bodi depan dan samping Sedangkan motor Vario AD 6841 VV hitam lawannya rusak berat di bagian tengah dan depanTukang parkir di lokasi Sukir menceritakan kejadian sekitar pukul 1930 WIB Saat kejadian dirinya sedang parkir di barat lokasi kecelakaanSaya duduk di sana barat depan warung lalu ada bunyi der keras sekali Saya menoleh motor dan korban sudah tergeletak ungkap Sukir di lokasi kejadian Sabtu 2052023 malamSukir mengatakan tidak mengetahui pasti kronologisnya Yang jelas sepeda motor sudah terlempar ke ruas arah ke Solo semuaTerlempar ke timur barat  Utara ada Korban empat orang dua motor berboncengan dan tadi kondisinya masih sadar semua saat dibawa ke RS imbuh Sukir,"kecelakaan, kecelakaan di klaten, tabrakan, delanggu, detikjateng",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730515/1-korban-tabrakan-motor-di-delanggu-klaten-akhirnya-meninggal,0
Nyawa Bocah SD Sukabumi Terenggut Karena Diduga Dikeroyok Teman,21/05/2023,MH 9 bocah SD di Kabupaten Sukabumi meninggal dunia karena diduga dikeroyok oleh teman dan kakak kelasnya MH meninggal setelah sempat dirawat di rumah sakit pada Sabtu 2052023 pagiPeristiwa pengeroyokan terhadap MH diduga terjadi selama dua hari yakni 15 dan 16 Mei kemarin HY 52 kakek korban mengungkapkan mulanya keluarga membawa MH ke rumah sakit karena mengeluh sakit pada badannyaKalau dari pihak keluarga kan kita nggak tahu korban penganiayaan kita keluarga nyangka itu istilahnya penyakit saja karena pas dibawa ke rumah sakit dadanya sesak nafasnya sesak tulang punggung dan dadanya sakit kata HY kepada awak media di rumah duka wilayah Kecamatan Sukaraja Kabupaten Sukabumi Sabtu 2052023 Menurutnya saat itu korban enggan mengungkapkan peristiwa pengeroyokan yang dialami Korban baru mengaku setelah berbicara dengan dokter yang menangani di rumah sakitKita nggak nyangka itu penganiayaan Pas saya bawa ke RS Primaya anak itu nggak ngaku mungkin diancam saya kurang faham Setelah dokter nanya sampai empat kali baru dia ngaku dipukulin ujarnyaHY menuturkan saat itu cucunya mengaku dianiayai oleh empat orang siswa SD lainnya Bahkan korban diketahui dipukuli di lingkungan sekolahKejadian dari hari Senin Selasa Jadi dua hari itu dipukulin di lingkungan sekolah Dianiayanya di belakang sekolah dekat kamar mandi hari kedua di kamar mandi Ya sambung HYBerdasarkan keterangan dokter kepada keluarga korban mengalami luka di bagian dada punggung kepala dan rahang Korban juga sempat dirawat di rumah sakit selama empat hariMeninggal di rumah sakit Berdarah dari mulut Cucu saya ini pindahan kalau nggak salah empat bulan lalu baru pindah ucap diaSaat dikonfirmasi Kapolsek Sukaraja Kompol Dedi Suryadi mengungkapkan jika pihaknya saat ini masih menyelidiki kasus dugaan pengeroyokan yang membuat MH meninggal duniaKami akan menindaklanjuti informasi tersebut ke sekolah maupun memintai keteranganketerangan dari pihakpihak terkait atau yang terlibat Masih dalam penyelidikan dugaandugaan itu baru informasi dugaan pengeroyokan sebab dari keluarga korban pun belum melaporkan apapun kepada kita hanya kita mendapatkan informasi dan langsung ke tempat korban kata DediDedi mengatakan meski keluarga korban tidak membuat laporan tapi pihaknya telah memintai keterangan soal kasus tersebut Bahkan kata Dedi keluarga enggan MH diautopsiDari pihak keluarga tidak menuntut apapun ini takdir dari Allah SWT menolak juga untuk autopsi menolak juga untuk membuat laporan itu dari keluarga korban sambungnya,"kasus pengeroyokan, boca sd dikeroyok, bocah sukabumi dikeroyok, round-up detikjabar, bandung, berita jabar",Tim DetikNews,https://www.detik.com/jabar/berita/d-6729956/nyawa-bocah-sd-sukabumi-terenggut-karena-diduga-dikeroyok-teman,0
20 Pendaki Kena Blacklist di Gunung Gede Pangrango,21/05/2023,Balai Besar Taman Nasional Gunung Gede Pangrango BBTNGGP mencatat selama periode Januari hingga Mei 2023 sebanyak 20 pendaki kena blacklist karena mendaki secara ilegalSudah 20 pendaki yang kita blacklist hingga pertengahan tahun ini Pelanggarannya mendaki secara ilegal ujar Kepala Balai Besar TNGGP Sapto Aji Sabtu 2052023Menurutnya pendaki yang masuk dalam daftar hitam itu tidak diizinkan untuk mendaki Disanksi tidak diizinkan mendaki Gunung Gede Pangrango kata dia Sapto mengatakan untuk mengantisipasi adanya pelanggaran terutama pendaki ilegal pihaknya melakukan evaluasi secara internal dan eksternalSelain itu Balai Besar TNGGP melakukan perbaikan Standar Operasional Prosedur SOP pendakianPenutupan pendakian juga bertujuan untuk perbaikan SOP dan evaluasi Nanti akan ada beberapa perubahan terkait SOP dan pendaftaran pendakian ucapnyaNantinya pendaki diwajibkan untuk mendaftar secara online tidak bisa lagi mendaftar secara offline atau daftar di tempatSOP pendakian diperbaiki sehingga benarbenar harus daftar online tidak boleh yang paksa masuk offline Tidak boleh ada yang memaksa masuk apabila tidak booking online kata diaPihak pengelola juga akan melibatkan masyarakat dan volunteer dalam pengawasan pengunjung yang akan mendaki Sebab personel dari balai sangat terbatasPersonel terbatas kita libatkan semua pihak Supaya tidak ada lagi yang jebol karena banyak yang memaksa masuk tanpa daftar online kata diaSapto juga mengimbau pendaki untuk mengikuti aturan tidak mencari jalan tikus atau jalur ilegal agar bisa mendaki tanpa mendaftarJadilah pendaki cerdas Ikuti aturan yang berlaku Silakan daftar secara online jaga lingkungan taman nasional karena ini milik semua Jangan sampai taman nasional rusak sehingga berdampak negatif juga bagi masyarakat kata dia,"berita jabar, jawa barat, cianjur, gunung gede pangrango",Tim DetikNews,https://www.detik.com/jabar/berita/d-6729885/20-pendaki-kena-blacklist-di-gunung-gede-pangrango,0
Viral Taksi Online Dipaksa Turunkan Penumpang di Cimekar Bandung,21/05/2023,Aksi pengadangan sopir taksi online oleh oknum ojek pangkalan opang di Stasiun Cimekar Bandung Jawa Barat viral di media sosial medsos TikTok Aksi tersebut sempat membuat penumpang yang berada di dalam taksi online itu ketakutanVideo penghadangan driver online oleh oknum opang itu dibagikan langsung oleh penumpang taksi online itu melalui akun TikToknya Bidancantik1616 Dalam video tersebut sempat terjadi cekcok antara sopir dan sejumlah oknum opangSaat adu mulut sopir taksi online dan oknum opang itu cekcok soal wilayah mana yang boleh disinggahi angkutan online dan mana yang tidak boleh Sang sopir bersikukuh jika dia membawa penumpang di kawasan stasiun dan bukan di wilayah opang yang disebut opang merupakan zona merah Dalam perdebatan antara keduanya opang menyebut jika yang dilakukan sopir taksi online itu salah Bahkan dalam rekaman video tersebut terdengar perkataan kasar dengan nada tinggi dikatakan oknum opangBahkan oknum tersebut meminta penumpang yang sudah ada di dalam mobil agar keluar dan naik lagi di titik yang diperbolehkan dilintasi angkutan online untuk mengangkut penumpangKarena cekcok antara sopir taksi online dan oknum opang tak menemukan titik temu penumpang pun ikut membela diri Penumpang itu juga membela sang sopir dan memang dirinya yang meminta agar dijemput langsung ke dalam stasiunBapak punten posisinya kan aku enggak tahu bukan orang sini kata penumpangNamun oknum opang tersebut kembali menekankan kepada sopir taksi online tersebut jika di wilayah tersebut dilarang mengangkut penumpangDan akhirnya penumpang itu turun di mobil dan menunggu taksi online itu di titik yang diperbolehkan untuk mengangkut penumpangBiarin teh di depan aja kepada sodaranya yang juga sudah masuk ke dalam mobil posisinya saya enggak tahu teriak penumpang itu sambil berjalan keluar mobilDikonfirmasi kepada Kapolsek Gedebage Kompol Kurnia membenarkan informasi tersebut Kurnia mengatakan kesalahpahaman antara sopir taksi online dan oknum opang itu terjadi pada Kamis 18 Mei 2023 sekitar Pukul 0900 WIBItu taksi online jemput konsumen sesuai dengan pesanan namun ojek pangkalan Cimekar menolak kata Kurnia dihubungi via sambungan telepon Minggu 2152023Kurnia mengungkapkan keduabelah pihak termasuk penumpang taksi online ini sudah dipertemukan Menurutnya kejadian ini terjadi karena kesalahpahamanKemarin sudah dipertemukan sudah ada kesepakatan kalau ada yang pesan disekitaran Cimekar tidak akan diambil oleh online ujarnyaTidak ada laporan polisi LP yang dilayangkan pihak taksi online kepada pihak kepolisian Tidak ada hasil kesepakatan ini kesalahpahaman dan yang buat viral itu enggak terima diturunkan oleh pihak ojek pangkalan tuturnyaSudah musyawarah sudah buat surat pernyataan tambahnyaKurnia mengimbau kepada masyarakat agar segera melaporkan kepada pihak kepolisian jika terjadi gangguan kamtibmas di wilayahnyaKe depannya bagi masyarakat yang ada masalah lebih baik dibicarakan jangan sampai apaapa sudah diviralkan Selama masih bisa dimusyawarahkan lebih baik dimusyawarahkan dari pada nanti menjadi masalah yang lebih besar antara online dan ojek pangkalan pungkasnya,"berita jabar, jawa barat, stasiun cimekar, kota bandung, viral jabar, ojek pangkalan, taksi online",Tim DetikNews,https://www.detik.com/jabar/berita/d-6730477/viral-taksi-online-dipaksa-turunkan-penumpang-di-cimekar-bandung,0
18 Terminal di Bandung Lengkap dengan Alamatnya,21/05/2023,Kota Bandung merupakan salah satu kota besar di Indonesia yang memiliki banyak terminal sebagai prasarana transportasi umum karena wilayahnya yang cukup luasTerminal adalah tempat untuk menaikkan atau menurunkan penumpang dari berbagai jenis kendaraan umum seperti bus dan angkotBerdasarkan data yang dihimpun detikJabar dari situs resmi Pemerintah Kota Bandung terminal yang ada di kota Bandung tersebar di berbagai wilayah dengan total sebanyak 18 terminal Terminal di Bandung dibagi menjadi tiga tipe kelas yaitu A untuk terminal yang melayani angkutan umum antar kota antar provinsi AKAP terminal B untuk terminal yang melayani rute dalam kota dan antar kota terminal C untuk angkutan dalam kota saja Berikut adalah terminal yang ada di kota BandungTipe ALokasi Jl A Yani Cicaheum Kec Kiaracondong Kota Bandung Jawa Barat 40282Tipe ALokasi Jalan Raya Sawahan No283 Situsaeur Kec Bojongloa Kidul Kota Bandung Jawa Barat 40235Tipe BLokasi bersebelahan dengan Terminal LeuwipanjangTipe BLokasi bersebelahan dengan Terminal CicaheumTipe BLokasi Jl Abdul Muis No13 Babakan Ciamis Kec Sumur Bandung Kota Bandung Jawa Barat 40117Tipe BLokasi Jl Setiabudhi Dalam Ledeng Kec Cidadap Kota Bandung Jawa Barat 40143Tipe BLokasi Jl Ciroyom No13 Ciroyom Kec Andir Kota Bandung Jawa Barat 40182Tipe BLokasi Jl Stasiun Timur No13 Pasirkaliki Kec Cicendo Kota Bandung Jawa Barat 40171Tipe BLokasi Jl Ir H Djuanda No13 Dago Kec Coblong Kota Bandung Jawa Barat 40135Tipe BLokasi Jl AH Nasution No13 Pasir Endah Kec Ujungberung Kota Bandung Jawa Barat 40611Tipe CLokasi Jl Tegalega No13 Tegalega Kec Astanaanyar Kota Bandung Jawa Barat 40241Tipe CLokasi Jl Sederhana No 13 Sederhana Kec Sukajadi Kota Bandung Jawa Barat 40161Tipe CLokasi JlSadang Serang No13Sadang SerangKecCoblong Kota BandungJawa Barat 40133Tipe CLokasi JlElang No13ElangKecAstanaanyarKota BandungJawa Barat 40242Tipe CLokasi JlBuah Batu No13Buah BatuKecBuah BatuKota BandungJawa Barat 40286Tipe CLokasi JlTerusan Jakarta Terminal Antapani No40291Antapani TengahKecAntapaniKota BandungJawa Barat 40291Tipe CLokasi JlCibaduyut No13Cibaduyut WetanKecBojongloa KidulKota BandungJawa Barat 40239Tipe CLokasi JlGedebage No13Gedebage SelatanKecGedebageKota BandungJawa Barat 40295,"berita jabar, jawa barat, bandung, terminal di bandung, daftar terminal di bandung, terminal bandung, kampus merdeka detikjabar",Tim DetikNews,https://www.detik.com/jabar/berita/d-6729720/18-terminal-di-bandung-lengkap-dengan-alamatnya,0
Bamsoet Dukung Ide Megawati Kembalikan MPR Jadi Lembaga Tertinggi,21/05/2023,Ketua MPR RI Bambang Soesatyo mendukung pernyataan yang disampaikan Presiden RI ke5 Megawati Soekarnoputri dalam Peluncuran 58 Judul Buku dalam Rangka Hari Jadi Ke58 Lemhannas Megawati memberi gagasan agar posisi MPR dikembalikan menjadi lembaga tertinggi negaraDiketahui dalam acara yang berlangsung Sabtu 2152023 Megawati menilai agar Indonesia kembali memiliki sistem ketatanegaraan yang benar sebagaimana yang telah dicanangkan para pendiri bangsa dalam UUD 1945 pasca Indonesia merdeka Menurutnya sejak amandemen keempat UUD 1945 MPR bukan lagi lembaga tertinggi negara yang menjalankan kedaulatan rakyat Namun MPR menjadi lembaga tinggi negara yang sejajar dengan lembaga tinggi negara lainnyaSaya sepakat dengan apa yang disampaikan Presiden ke5 Republik Indonesia Ibu Megawati Soekarnoputri dalam sambutan tadi yang menyatakan posisi MPR dikembalikan sebagai lembaga tertinggi negara kata Bamsoet dalam keterangannya Minggu 2152023 Ibu Megawati mengaku sempat tidak terima saat MPR disamakan kedudukannya dengan DPR dan DPD Menurut Ibu Megawati seharusnya MPR tetap setingkat lebih tinggi kedudukannya dibanding lembaga tinggi lainnya sambungnyaWakil Ketua Umum Partai Golkar ini menuturkan gagasan yang disampaikan tentang urgensi penguatan aspek ketatanegaraan semakin jelas relevansinya Mengingat saat ini negara juga terus menghadapi tantangan dan ancaman ideologi yang dapat menggoyahkan fondasi keutuhan NKRI dan PancasilaIa menyebut MPR sangat relevan diberikan amanat melaksanakan kedaulatan rakyat sepenuhnya seperti dalam UUD 1945 Pasalnya MPR merupakan lembaga tinggi negara yang berwenang mengubah UUD Negara 1945 serta mengangkat dan memberhentikan presidenwakil presidenAtas nama kedaulatan rakyat pula lanjutnya MPR pun dianggap berwenang untuk kembali menerbitkan Ketetapan Tap MPR yang mengikat regeling Terutama kebutuhan akan Tap MPR untuk merespons dan menangani krisis politik atau krisis konstitusiMPR pasca amandemen UUD NRI 1945 tidak bisa lagi membuat ketetapanketetapan yang mengikat atau regeling Bahkan pada momentum pelantikan presiden dan wakil presiden sekali pun MPR tidak lagi memiliki kewajiban membuat ketetapan tentang pelantikan itu Melainkan hanya mengeluarkan berita acara pelantikan jelasnyaLebih lanjut Bamsoet menjelaskan minimnya peran dan fungsi MPR pada aspek hukum ketatanegaraan inilah yang menjadi dasar agar peran dan fungsi MPR RI diperkuat kembali Penguatan itu hendaknya ditandai dengan memulihkan atau mengembalikan wewenang konstitusional MPR agar dapat membuat ketetapan yang mengikat atau regelingHal ini pun sudah ditetapkan dalam hierarki perundangundangan oleh UndangUndang Nomor 12 Tahun 2011 yakni UUD ketetapan MPR UndangUndang Perpu hingga Peraturan Pemerintah dan Peraturan Daerah PerdaTidak ada tujuan lain di balik aspirasi pemulihan atau penguatan wewenang MPR Satusatunya tujuan strategis di balik aspirasi ini adalah menghadirkan sistem hukum ketatanegaraan yang efektif solutif dan komprehensif agar negarabangsa selalu dimampukan mengelola dan mengatasi aneka krisis Termasuk krisis politik ataupun krisis konstitusi tandas BamsoetMenurutnya kewenangan subjektif superlatif pun penting berada di tangan MPR jika negara dihadapkan pada situasi kebuntuan politik antar lembaga negara atau antar cabang kekuasaan Misalnya kebuntuan politik antara lembaga kepresidenan pemerintaheksekutif dengan lembaga DPR legislatif atau kebuntuan politik pemerintah dan DPR dengan lembaga Mahkamah Konstitusi yudikatifSiapa yang berhak memutuskan jika terjadi suatu kondisi force majeure atau kahar fiskal dalam skala besar namun terjadi kebuntuan antara presiden dan DPR Lalu jika terjadi perseteruan antara presiden pemerintah dengan DPR sementara negara masih dalam situasi kedaruratan yang tinggi siapa yang menengahi Menurut saya yang paling tepat adalah MPR sebagai representasi pemegang kedaulatan rakyat tertinggi di Indonesia pungkas BamsoetSebagai informasi selain Megawati kegiatan di Lemhannas ini turut dihadiri Gubernur Lemhannas Andi Widjajanto Panglima TNI Laksamana TNI Yudo Margono Menkopolhukam Mahfud MD Menkumham Yasonna Laoly MenPANRB Abdullah Azwar Anas Menhub Budi Karya Sumadi dan Sekjen PDI Perjuangan Hasto KristiyantoLihat juga Video Megawati Cerita Sekarang Banyak Banget Jenderal Mau Masuk PDIPGambasVideo 20detik,"mpr, megawati soekarnoputri, uud 1945",Tim DetikNews,https://news.detik.com/berita/d-6730432/bamsoet-dukung-ide-megawati-kembalikan-mpr-jadi-lembaga-tertinggi,0
Terlalu! Ayah Ini Susui Anaknya Lewat Telinga,21/05/2023,Adaada saja aksi ayah yang satu ini Diduga kelelahan saat menidurkan bayinya botol susu sang anak yang harusnya masuk ke mulut malah mengarah ke telingaDikutip dari detikNet seorang suami terekam malah tertidur duluan saat diminta menidurkan anaknya Terlalunya lagi alihalih botol susu dimasukkan ke mulut malah diarahkan ke telinga anaknyaKisah itu dibagikan oleh seorang perempuan melalui akun TikToknya mauliyasyani Udah ga bisa berkatakata kata Mauliya Syani di bagian captionSang bayi tampak anteng Wajahnya yang imut menatap lurus ke arah ibu seolah mengeluh aksi ayahnyaVideo berdurasi sebelas detik ini sudah ditonton lebih dari 2 juta kali Ribuan komentar membanjiri postingan iniArtikel ini sudah tayang di detikInet baca selengkapnya di sini,"ayah tidurkan bayi, mimpi ayah menyusui bayi, kabar nasional, berita jabar",Tim DetikNews,https://www.detik.com/jabar/berita/d-6728011/terlalu-ayah-ini-susui-anaknya-lewat-telinga,0
Blak-blakan Gibran Dampingi Prabowo di Solo Berujung Dipanggil DPP PDIP,21/05/2023,Wali Kota Solo Gibran Rakabuming Raka mengungkap jika dirinya DPP PDIP untuk menghadap Senin 225 lusa Gibran menduga pemanggilan tersebut merupakan buntut dirinya ikut mendampingi relawan Gibran dan Jokowi dari JatengJatim bertemu dengan Ketua Umum Partai Gerindra Prabowo Subianto di Solo Jumat 195 malamGibran sendiri belum mengetahui agenda pemanggilan dari DPP PDIP kepada dirinya Meski begitu Gibran pun siap untuk menghadap DPP PDIP Senin 225 mendatangBukan teguran tapi saya hari Senin pagi menghadap ke DPP dipanggil hari Senin pagi mungkin terkait itu pertemuan Prabowo dan relawan kata Gibran di Benteng Vastenburg Solo Sabtu 2052023 Gibran menyampaikan pemanggilan itu dilakukan langsung oleh Sekjen PDIP Hasto Kristiyanto Hasto menyampaikan secara lisan pagi tadiDihubungi tadi pagi secara lisan iya Pak Sekjen Pak Sekjen ya ungkapnyaGibran menegaskan terkait dukungan pencapresan dari relawan dirinya tidak ikut campur Ia mengaku kehadirannya di sana hanya mendampingi Prabowo sebagai menteri PertahananKalau masalah pencapresan saya tidak ikutikut saya sudah berkalikali bilang relawan ada mengerucut dua nama dah gitu ya tuturnyaEmangnya saya mendukung salah satu capres Kan enggak Nggak pernah keluar dari mulut saya saya mendukung itu imbuhnyaMeski belum mengetahui secara pasti agenda pemanggilan tersebut putra sulung Presiden Jokowi itu mengaku siap jika nantinya akan mendapatkan sanksiSiap saya terima sanksi hukuman siap saya terima hari Senin saya berangkat Kemarin hanya makan malam saja kalau pencapresan kemarin saya minggir Ketika orasi saya minggir nggak ikutikut tuturnyaPada kesempatan tersebut Wali Kota Solo Gibran Rakabuming Raka sempat berbincang empat mata dengan Prabowo Jumat 195 kemarin Pertemuan antara Prabowo dengan Gibran berlangsung cukup lama yakni hampir satu jamGibran pun mengatakan tidak ada pembicaraan yang sosial antara dirinya dengan Prabowo saat pertemuan tersebutTidak ada yang spesial katanyaGibran mengatakan pertemuan kemarin malam dengan Prabowo hanya mendampingi Menteri Pertahanan Selain itu kata dia hanya sekadar makan malam sajaKemarin hanya makan malam saja kalau urusan pencapresan saya minggir ungkapnyaDiberitakan sebelumnya Relawan Gibran dan Jokowi seJateng dan Jatim Remi mendukung Prabowo Subianto sebagai Capres 2024 Hal tersebut disampaikan langsung oleh relawan Gibran dan Jokowi Jateng dan Jatim saat bertemu Prabowo Subianto secara langsungDalam kesempatan itu Gibran mendampingi Prabowo saat bertemu para relawan di Omah Semar,"berita jateng, wali kota solo, gibran rakabuming raka, prabowo subianto",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730261/blak-blakan-gibran-dampingi-prabowo-di-solo-berujung-dipanggil-dpp-pdip,0
Pengakuan Ganjil Ortu Pembuang Bayi di Sumur Jepara,21/05/2023,Pasangan suami istri di Jepara MR dan SD ditetapkan sebagai tersangka usai membuang bayinya sendiri ke dalam sumur Bayi berusia tiga bulan itu pun ditemukan sudah dalam kondisi tidak bernyawaSebelum ditetapkan sebagai tersangka MR dan SD pun membuat sebuah skenario jika putra keduanya itu hilang secara misterius Bahkan untuk meyakinkan kabar tersebut MR pun membuat laporan di kepolisianTetapi skenario MR dan SD pun terbongkar usai polisi melakukan penyelidikan dan mengungkap jika dalang kematian bayi tiga bulan itu tidak lain adalah orang tua kandungnya sendiri Kedua tersangka pun memberikan pengakuan soal penyebab aksi nekatnya tersebutMenurut saya pertama motif ekonomi Kedua menurut keterangan ibu korban ini bayi yang stunting yang keterburukan gizi kata Kasat Reskrim Polres Jepara AKP Ahmad Masdar Tohari saat ditemui wartawan di Mapolres Jepara Sabtu 2052023Tohari mengatakan tersangka SD mengaku khawatir jika bayinya itu mengalami stunting Sebab pertumbuhan bayi itu dianggap lambat atau tidak seberat bayi lain yang sama usianyaMenurut ibunya seperti itu anaknya tiga bulan kok tidak besarbesar Kalau menurut saya berat badannya 25 kilogram Pada saat ditemukan menjadi 46 kilogram jelasnyaDari hasil pemeriksaan yang dilakukan terungkap jika keduanya membuat perencanaan untuk membunuh putra bungsunya itu Salah satu alasannya karena menganggap jika anaknya itu tidak normalTohari mengungkapkan ibu bayi itu sempat berembuk dengan suaminyaPak anak kita kok kayaknya tidak normal Bagaimana kalau dibuang ke sumur bilang seperti itu ujar Tohari menirukan ucapan ibu bayi tersebutAkhirnya bapaknya menyetujui Bapaknya yang membuka penutup sumur lanjut TohariBayi itu lalu dibuang ke dalam sumur dalam kondisi hidup alias saat sedang tidurJadi pada saat dimasukkan ke dalam sumur bayi dalam keadaan tidur Menurut keterangan ibunya dibungkus pakai selendang itu Digedong kelihatan kepalanya saja akhirnya dimasukkan ke dalam sumur pungkas TohariUsai membuang bayinya MR dan SD pun membuat pengakuan ke warga jika anaknya hilang Kabar hilangnya Hafiz sempat ramai dibahas di media sosial Bayi tersebut dikabarkan hilang antara pukul 2200 WIB sampai 0300 WIBSelengkapnya baca di halaman berikut,"berita jateng, hukrim jateng, ortu pembuang bayi, bayi di jepara dibuang",Tim DetikNews,https://www.detik.com/jateng/hukum-dan-kriminal/d-6730286/pengakuan-ganjil-ortu-pembuang-bayi-di-sumur-jepara,0
